number,description,dimensions,product_number
1745-4,Night Stand,25 x 17 x 23H,1745-1*
1745-5,Dresser,60 x 19 x 33H,1745-1*
1745-6,Mirror,40 x 7 x 37H,1745-1*
1745-9,Chest,38 x 19 x 52H,1745-1*
1746K-1CK*,California King,HB: 57.75H FB: 28H,1746-1*
1746K-1EK*,Eastern King,HB: 57.75H FB: 28H,1746-1*
1746-1*,Queen Bed,HB: 57.75H FB: 28H,1746-1*
1746-4,Night Stand,30 x 16 x 29H,1746-1*
1746-5,Dresser,60 x 18 x 40H,1746-1*
1746-6,Mirror,40 x 1.25 x 34H,1746-1*
1746-9,Chest,38 x 18 x 52H,1746-1*
1752K-1CK*,California King Platform Bed with Footboard Storage,HB: 57H  FB: 18H,1752-1*
1752K-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 57H  FB: 18H,1752-1*
1752-1*,Queen Platform Bed with Footboard Storage,HB: 57H  FB: 18H,1752-1*
1752-4,Night Stand,27.5 x 16.75 x 26.75H,1752-1*
1752-5,Dresser,61 x 16.75 x 36.5H,1752-1*
1752-6,Mirror,40.5 x 1.25 x 40.5H,1752-1*
1752-9,Chest,38 x 16.75 x 51.5H,1752-1*
1753K-1CK*,California King Platform Bed with Footboard Storage,HB: 52.75H  FB: 16.75H,1753-1*
1753K-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 52.75H  FB: 16.75H,1753-1*
1753-1*,Queen Platform Bed with Footboard Storage,HB: 52.75H  FB: 16.75H,1753-1*
1753-4,Night Stand,26 x 16.5 x 24.75H,1753-1*
1753-5,Dresser,59 x 16.5 x 37.75H,1753-1*
1753-6,Mirror,39.25 x 1 x 34.75H,1753-1*
1753-9,Chest,34.25 x 16.5 x 50.5H,1753-1*
1755K-1CK*,California King Platform Bed with Footboard Storage,HB: 59H  FB: 17.75H,1755-1*
1755K-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 59H  FB: 17.75H,1755-1*
1755-1*,Queen Platform Bed with Footboard Storage,HB: 59H  FB: 17.75H,1755-1*
1755-4,Night Stand,27 x 15.5 x 26.5H,1755-1*
1755-5,Dresser,58 x 17 x 36.75H,1755-1*
1755-6,Mirror,40 x 1.5 x 38H,1755-1*
1755-9,Chest,35.5 x 17 x 53.5H,1755-1*
1756K-1CK*,California King bed,HB: 64H  FB: 20H,1756-1*
1756K-1EK*,Eastern King Bed,HB: 64H  FB: 20H,1756-1*
1756-1*,Queen Bed,HB: 64H  FB: 20H,1756-1*
1756-4,Night Stand,27 x 16.5 x 28H,1756-1*
1756-5,Dresser,62 x 17.5 x 39.25,1756-1*
1756-6,Mirror,44 x 1.5 x 40H,1756-1*
1756-9,Chest,38 x 17.5 x 52H,1756-1*
1757K-1CK*,California King Sleigh bed,HB: 71H  FB: 31.75H,1757-1*
1757K-1EK*,Eastern King Sleigh Bed,HB: 71H  FB: 31.75H,1757-1*
1757-1*,Queen Sleigh Bed,HB: 71H  FB: 31.75H,1757-1*
1757-4,"Night Stand, Marble Top",34.5 x 19.25 x 32H,1757-1*
1757-5,"Dresser, Marble insert",68.25 x 21.5 x 41H,1757-1*
1757-6,Mirror,51.5 x 2.75 x 49.5H,1757-1*
1757-9,"Chest, Marble insert",44.25 x 20 x 57H,1757-1*
1758-1,Queen Canopy Platform Bed,HB:77H,1758-1
1758T-1,Twin Canopy Platform Bed,HB:77H,1758-1
1759-1,Queen Canopy Platform Bed,HB:73.5H,1759-1
1759T-1,Twin Canopy Platform Bed,HB:73.5H,1759-1
1761-1,Queen Canopy Platform Bed,HB:77H,1761-1
1761T-1,Twin Canopy Platform Bed,HB:77H,1761-1
1762K-1CK*,California King Platform Bed with Footboard Storage,HB: 47.25H  FB: 12.5H,1762-1*
1762K-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 47.25H  FB: 12.5H,1762-1*
1762-1*,Queen Platform Bed with Footboard Storage,HB: 47.25H  FB: 12.5H,1762-1*
1762-4,Night Stand,26 x 15.25 x 24.5H,1762-1*
1762-5,Dresser,61 x 17.75 x 35.25H,1762-1*
1762-6,Mirror,39.5 x 0.75 x 39.5H,1762-1*
1762-9,Chest,35.75 x 17.75 x 50.5H,1762-1*
1766K-1CK*,California King bed,HB: 60H  FB: 20H,1766-1*
1766K-1EK*,Eastern King Bed,HB: 60H  FB: 20H,1766-1*
1766-1*,Queen Bed,HB: 60H  FB: 20H,1766-1*
1766-4,Night Stand,28 x 17 x 29H,1766-1*
1766-5,Dresser,62 x 18 x 40H,1766-1*
1766-6,Mirror,42 x 2.25 x 38H,1766-1*
1766-9,Chest,38 x 18 x 54H,1766-1*
1768K-1CK*,California King bed,HB: 60H  FB: 24H,1768-1*
1768K-1EK*,Eastern King Bed,HB: 60H  FB: 24H,1768-1*
1768-1*,Queen Bed,HB: 60H  FB: 24H,1768-1*
1768-4,Night Stand,28 x 17 x 29H,1768-1*
1768-5,Dresser,62 x 18 x 38H,1768-1*
1768-6,Mirror,42 x 2.5 x 39H,1768-1*
1768-9,Chest,38 x 18 x 52H,1768-1*
1769K-1CK*,California King Platform Bed with Footboard Storage,HB: 52H  FB:18H,1769-1*
1769K-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 52H  FB:18H,1769-1*
1769-1*,Queen Platform Bed with Footboard Storage,HB: 52H  FB:18H,1769-1*
1769-4,Night Stand,24 x 18 x 26.25H,1769-1*
1769-5,Dresser,64 x 18 x 32.25H,1769-1*
1769-6,Mirror,40 x 1.25 x 39H,1769-1*
1769-9,Chest,38 x 18 x 55H,1769-1*
1778K-1CK*,"California King Platform Bed with Footboard Storage, LED Lighting",HB: 54H  FB: 18.25H,1778-1*
1778K-1EK*,"Eastern King Platform Bed with Footboard Storage, LED Lighting",HB: 54H  FB: 18.25H,1778-1*
1778-1*,"Queen Platform Bed with Footboard Storage, LED Lighting",HB: 54H  FB: 18.25H,1778-1*
1778-4,Night Stand,28 x 15.25 x 24.5H,1778-1*
1778-5,Dresser,62 x 17.25 x 36.75H,1778-1*
1778-6,Mirror,41.25 x 1 x 41.25H,1778-1*
1778-9,Chest,39 x 17.25 x 51.75H,1778-1*
1779K-1CK*,California King bed,HB: 59H FB:18.5H,1779-1*
1779K-1EK*,Eastern King Bed,HB: 59H FB:18.5H,1779-1*
1779-1*,Queen Bed,HB: 59H FB:18.5H,1779-1*
1779-4,Night Stand,26.75 x 15 x 25.25H,1779-1*
1779-5,Dresser,61 x 17.25 x 38.5,1779-1*
1779-6,Mirror,40 x 1.25 x 36.25H,1779-1*
1779-9,Chest,35.75 x 17.25 x 51.5H,1779-1*
1788K-1CK*,California King Platform Bed with Footboard Storage,HB: 60H  FB: 13.75H,1788-1*
1788K-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 60H  FB: 13.75H,1788-1*
1788-1*,Queen Platform Bed with Footboard Storage,HB: 60H  FB: 13.75H,1788-1*
1788-4,Night Stand,30 x 18 x 28H,1788-1*
1788-5,Dresser,66 x 18 x 37.5H,1788-1*
1788-6,Mirror,46.5 x 1 x 38.5H,1788-1*
1788-9,Chest,40 x 18 x 54H,1788-1*
1790K-1CK*,California King bed,HB: 60H  FB: 18.75H,1790-1*
1790K-1EK*,Eastern King Bed,HB: 60H  FB: 18.75H,1790-1*
1790-1*,Queen Bed,HB: 60H  FB: 18.75H,1790-1*
1790-4,Night Stand,26 x 16 x 24.25H,1790-1*
1790-5,Dresser,66 x 18 x 36H,1790-1*
1790-6,Mirror,40 x 1.75 x 37.75H,1790-1*
1790-9,Chest,40 x 18 x 54.25H,1790-1*
1799K-1CK*,California King,HB: 64H FB: 37H,1799-1*
1799K-1EK*,Eastern King,HB: 64H FB: 37H,1799-1*
1799-1*,Queen Bed,HB: 64H FB: 37H,1799-1*
B1799T-1*,Twin Platform Bed,HB: 46.5H   FB: 32H,1799-1*
B1799F*,Twin/FULL Bunk Bed,79.5 x 58.5 x 80H,1799-1*
B1799*,Twin/Twin Bunk Bed,79.5 x 42.5 x 80H,1799-1*
B1799-R,Twin Trundle,40.5 x 75.5 x 11.5H,1799-1*
1799-4,Night Stand,30 x 19 x 30.25H,1799-1*
1799-5,Dresser,66 x 19 x 40.5H,1799-1*
1799-6,Swivel Mirror,50 x 2 x 42H,1799-1*
1799-9,Chest,40 x 19.25 x 58H,1799-1*
1806K-1CK*,California King,HB: 53.5H FB: 13.75H,1806-1*
1806K-1EK*,Eastern King,HB: 53.5H FB: 13.75H,1806-1*
1806-1*,Queen Bed,HB: 53.5H FB: 13.75H,1806-1*
1806F-1*,Full Bed,HB: 53.5H FB: 13.75H,1806-1*
1806-4,Night Stand,23.75 x 17 x 25H,1806-1*
1806-5,Dresser,59.5 x 17 x 36.25H,1806-1*
1806-6,Mirror,37.75 x 1 x 37.75H,1806-1*
1806-9,Chest,35.5 x 17 x 49H,1806-1*
1810K-1CK*,California King,HB: 52H FB: 27.5H,1810-1*
1810K-1EK*,Eastern King,HB: 52H FB: 27.5H,1810-1*
1810-1*,Queen Bed,HB: 52H FB: 27.5H,1810-1*
1810F-1*,Full Bed,HB: 52H FB: 27.5H,1810-1*
1810T-1*,Twin Bed,HB: 52H   FB: 27.5H,1810-1*
1810-4,Night Stand,23 x 17 x 26H,1810-1*
1810-5,Dresser,58 x 18 x 36H,1810-1*
1810-6,Mirror,45 x 1.5 x 38H,1810-1*
1810-9,Chest,36 x 18 x 50H,1810-1*
1811KW-1CK*,California King,HB: 48.25H FB: 11H,1811W-1*
1811KW-1EK*,Eastern King,HB: 48.25H FB: 11H,1811W-1*
1811W-1*,Queen Bed,HB: 48.25H FB: 11H,1811W-1*
1811W-4,Night Stand,23.25 x 15.5 x 22.75H,1811W-1*
1811W-5,Dresser,63 x 17.75 x 34H,1811W-1*
1811W-6,Mirror,46 x 1.5 x 37.5H,1811W-1*
1811W-9,Chest,35 x 17.75 x 51H,1811W-1*
1821K-1CK*,California King Platform Bed,HB: 63H FB: 31H,1821-1*
1821K-1EK*,Eastern King Platform Bed,HB: 63H FB: 31H,1821-1*
1821-1*,Queen Platform Bed,HB: 63H FB: 31H,1821-1*
1821-4,Night Stand,28 x 16.75 x 30H,1821-1*
1821-5,Dresser,60 x 19 x 40.25H,1821-1*
1821-6,Mirror,38 x 3.25 x 41H,1821-1*
1821-9,Chest,38 x 19 x 52H,1821-1*
1824K-1CK*,California King Bed,HB: 72.5H FB: 35.25H,1824-1*
1824K-1EK*,Eastern King Bed,HB: 72.5H FB: 35.25H,1824-1*
1824-1*,Queen Bed,HB: 72.5H FB: 35.25H,1824-1*
1824-4,Night Stand,31 x 18.25 x 30H,1824-1*
1824-5,Dresser,67.75 x 20.25 x 40.5H,1824-1*
1824-6,Mirror,50 x 3.75 x 46.5H,1824-1*
1824-9,Chest,42 x 19.25 x 54.5H,1824-1*
1828K-1CK*,California King Sleigh Bed,HB: 61.25H FB: 18H,1828-1*
1828K-1EK*,Eastern King Sleigh Bed,HB: 61.25H FB: 18H,1828-1*
1828-1*,Queen Sleigh Bed,HB: 61.25H FB: 18H,1828-1*
1828-4,Night Stand,30 x 18 x 31H,1828-1*
1828-5,Dresser,66 x 19 x 43H,1828-1*
1828-6,Wall Mirror,44 x 2 x 38H,1828-1*
1828-6LN,Landscape Mirror,48 x 1.75 x 36H,1828-1*
1828-9,Chest,40 x 19 x 55H,1828-1*
1831KP-1,Eastern King/California King Headoard,HB: 54H,1831KP-1
1831P-1,Queen/FULL Headboard,HB: 54H,1831KP-1
1832K-1CK*,California King Platform Bed with Footboard Storage,HB: 62H FB: 19.75H,1832-1*
1832K-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 62H FB: 19.75H,1832-1*
1832-1*,Queen Platform Bed with Footboard Storage,HB: 62H FB: 19.75H,1832-1*
1832-4,Night Stand,28 x 17 x 28.5H,1832-1*
1832-5,Dresser,64.5 x 19 x 40.5H,1832-1*
1832-6,Mirror,48 x 3 x 39H,1832-1*
1832-9,Chest,41 x 19 x 54H,1832-1*
1834K-1CK*,California King Sleigh Platform Bed with Footboard Storage,HB: 56H FB: 20H,1834-1*
1834K-1EK*,Eastern King Sleigh Bed with Footboard Storage,HB: 56H FB: 20H,1834-1*
1834-1*,Queen Sleigh Platform Bed with Footboard Storage,HB: 56H FB: 20H,1834-1*
1834-4,Night Stand,28 x 17 x 28H,1834-1*
1834-5,Dresser,60 x 18 x 40H,1834-1*
1834-6,Mirror,40 x 1.75 x 37H,1834-1*
1834-9,Chest,36 x 18 x 52H,1834-1*
1834-11,TV Chest,40 x 18 x 38H,1834-1*
1839K-1CK*,California King Bed,HB: 60H FB: 19H,1839-1*
1839K-1EK*,Eastern King Bed,HB: 60H FB: 19H,1839-1*
1839-1*,Queen Bed,HB: 60H FB: 19H,1839-1*
1839-4,Night Stand,27 x 17 x 27H,1839-1*
1839-5,Dresser,64 x 18 x 38H,1839-1*
1839-6,Mirror,44 x 1 x 37H,1839-1*
1839-9,Chest,38 x 17 x 52H,1839-1*
1839-11,TV Chest,48 x 17 x 34H,1839-1*
1844KDC-1CK*,California King Platform Bed with Footboard Storage,HB: 59.25H FB: 20H,1844DC-1*
1844KDC-1EK*,Eastern King Platform Bed with Footboard Storage,HB: 59.25H FB: 20H,1844DC-1*
1844DC-1*,Queen Platform Bed with Footboard Storage,HB: 59.25H FB: 20H,1844DC-1*
1844FDC-1,Full Platform Bed with Footboard Storage,HB: 59.25H FB: 20H,1844DC-1*
1844DC-4,Night Stand,28 x 17.5 x 28H,1844DC-1*
1844DC-5,Dresser,59 x 17.5 x 40.75H,1844DC-1*
1844DC-6,Mirror,45 x 1.75 x 37.75H,1844DC-1*
1844DC-9,Chest,38.25 x 17.5 x 49.75H,1844DC-1*
1845K-1CK*,California King Bed,HB: 62H FB: 28H,1845-1*
1845K-1EK*,Eastern King Bed,HB: 62H FB: 28H,1845-1*
1845-1*,Queen Bed,HB: 62H FB: 28H,1845-1*
1845-4,Night Stand,30 x 17.75 x 30H,1845-1*
1845-5,Dresser,66.5 x 17.75 x 42H,1845-1*
1845-6,Mirror,50 x 1 x 38H,1845-1*
1845-9,Chest,38.5 x 17.75 x 54H,1845-1*
1845KLED-1CK*,"California King Bed, LED Lighting",HB: 62H FB: 28H,1845LED-1*
1845KLED-1EK*,"Eastern King Bed, LED Lighting",HB: 62H FB: 28H,1845LED-1*
1845LED-1*,"Queen Bed, LED Lighting",HB: 62H FB: 28H,1845LED-1*
1845-4,Night Stand,30 x 17.75 x 30H,1845LED-1*
1845-5,Dresser,66.5 x 17.75 x 42H,1845LED-1*
1845LED-6,Mirror,50 x 1.25 x 37.25H,1845LED-1*
1845-9,Chest,38.5 x 17.75 x 54H,1845LED-1*
1847K-1CK*,California King Sleigh Bed,HB: 61H FB: 30H,1847-1*
1847K-1EK*,Eastern King Sleigh Bed,HB: 61H FB: 30H,1847-1*
1847-1*,Queen Sleigh Bed,HB: 61H FB: 30H,1847-1*
1847-4,"Night Stand, Marble Inset",32 x 18 x 32H,1847-1*
1847-5,"Dresser, Marble Inset",74 x 20.5 x 38H,1847-1*
1847-6N,Mirror,53 x 1.5 x 40.5H,1847-1*
1847-9,Chest,44 x 19 x 58.25H,1847-1*
1847-11,"TV Chest, Marble Inset",44 x 19 x 38H,1847-1*
1852K-1CK*,California King Bed,HB: 58H FB: 19.75H,1852-1*
1852K-1EK*,Eastern King Bed,HB: 58H FB: 19.75H,1852-1*
1852-1*,Queen Bed,HB: 58H FB: 19.75H,1852-1*
1852-4,Night Stand,28 x 16.5 x 25.25 H,1852-1*
1852-5,Dresser,57.75 x 16.5 x 36.25H,1852-1*
1852-6,Mirror,39.5 x 1 x 39.5H,1852-1*
1852-9,Chest,40 x 16.5 x 54.25H,1852-1*
1852-11,TV Chest,40 x 16.5 x 34.75H,1852-1*
1855K-1EK*,Eastern King Sleigh Bed,HB: 50H FB: 13.75H,1855-1*
1855-1*,Queen Sleigh Bed,HB: 50H FB: 13.75H,1855-1*
1855-4,"Night Stand, Glass",21.75 x 17 x 24H,1855-1*
1855K-1CK*,California King Sleigh Bed,HB: 50H FB: 13.75H,1855-1*
1855-5,Dresser,55.25 x 17 x 37.75H,1855-1*
1855-6,Mirror,39.25 x 0.75 x 38H,1855-1*
1855-9,Chest,30 x 17 x 47.75H,1855-1*
1856K-1CK*,California King Sleigh Bed,HB: 50.25H FB: 30.5H,1856-1*
1856K-1EK*,Eastern King Sleigh Bed,HB: 50.25H FB: 30.5H,1856-1*
1856-1*,Queen Sleigh Bed,HB: 50.25H FB: 30.5H,1856-1*
1856F-1*,Full Sleigh Bed,HB: 50.25H FB: 30.5H,1856-1*
1856T-1*,Twin Sleigh Bed,HB: 50.25H FB: 30.5H,1856-1*
1856-4,"Night Stand, Hidden Drawer",21.25 x 15.75 x 24H,1856-1*
1856-5,"Dresser, Two Hidden Drawers",59.5 x 17. 5 x 34.5H,1856-1*
1856-6,Mirror,38.5 x 1.25 x 38.25H,1856-1*
1856-9,"Chest, Hidden Drawer",31.75 x 17.5 x 47.5H,1856-1*
1856KNG-1CK*,California King bed,HB: 50.25H  FB: 30.5H,1856NG-1*
1856KNG-1EK*,Eastern King Bed,HB: 50.25H  FB: 30.5H,1856NG-1*
1856NG-1*,Queen Bed,HB: 50.25H  FB: 30.5H,1856NG-1*
1856FNG-1*,Full Bed,HB: 50.25H  FB: 30.5H,1856NG-1*
1856TNG-1*,Twin Bed,HB: 50.25H  FB: 30.5H,1856NG-1*
1856NG-4,"Night Stand, Hidden Drawer",21.25 x 15.75 x 24H,1856NG-1*
1856NG-5,"Dresser, Two Hidden Drawers",59.5 x 17.5 x 34.5H,1856NG-1*
1856NG-6,Mirror,38.5  x 1.25  x  38.25H,1856NG-1*
1856NG-9,"Chest, Hidden Drawer",31.75  x  17.5  x  47.5H,1856NG-1*
1857K-1CK*,California King,HB: 52.75H FB: 23.5H,1857-1*
1857K-1EK*,Eastern King,HB: 52.75H FB: 23.5H,1857-1*
1857-1*,Queen Bed,HB: 52.75H FB: 23.5H,1857-1*
1857-4,Night Stand,25.5 x 16.75 x 26.75H,1857-1*
1857-5,Dresser,58.5 x 16.75 x 39.5H,1857-1*
1857-6,Mirror,39.25 x 1 x 34.75H,1857-1*
1857-9,Chest,35 x 16.75 x 51.5H,1857-1*
1866K-1CK*,California King Bed,HB: 64.25H FB: 33.75H,1866-1*
1866K-1EK*,Eastern King Bed,HB: 64.25H FB: 33.75H,1866-1*
1866-1*,Queen Bed,HB: 64.25H FB: 33.75H,1866-1*
1866-4,Night Stand,29 x 17 x 29.25H,1866-1*
1866-5,Dresser,74.25 x 18.25 x 41.5H,1866-1*
1866-6,Mirror,58.25 x 3 x 39H,1866-1*
1866-9,Chest,41.5 x 18.25 x 60.75H,1866-1*
1866-11,TV Chest,41.5 x 18.25 x 41.25H,1866-1*
1866KGY-1CK*,California King Bed,HB: 64.25H FB: 33.75H,1866GY-1*
1866KGY-1EK*,Eastern King Bed,HB: 64.25H FB: 33.75H,1866GY-1*
1866GY-1*,Queen Bed,HB: 64.25H FB: 33.75H,1866GY-1*
1866GY-4,Night Stand,29 x 17 x 29.25H,1866GY-1*
1866GY-5,Dresser,74.25 x 18.25 x 41.5H,1866GY-1*
1866GY-6,Mirror,58.25 x 3 x 39H,1866GY-1*
1866GY-9,Chest,41.5 x 18.25 x 60.75H,1866GY-1*
1867K-1CK*,California King Wing Bed,HB: 65.25H FB: 25H,1867-1*
1867K-1EK*,Eastern King Wing Bed,HB: 65.25H FB: 25H,1867-1*
1867-1*,Queen Wing Bed,HB: 65.25H FB: 25H,1867-1*
1867-4,"Night Stand, Marble Top",30 x 18 x 32H,1867-1*
1867-5,"Dresser, Marble Top",68 x 20 x 37H,1867-1*
1867-6,Mirror,48.75 x 2.25 x 46H,1867-1*
1867-9,Chest,42 x 19 x 56H,1867-1*
1867-11,TV Chest,50 x 20 x 43.25H,1867-1*
1869K-1CK*,California King Bed,HB: 60.75H FB: 29.75H,1869-1*
1869K-1EK*,Eastern King Bed,HB: 60.75H FB: 29.75H,1869-1*
1869-1*,Queen Bed,HB: 60.75H FB: 29.75H,1869-1*
1869-4,Night Stand,26 x 15.75 x 28H,1869-1*
1869-5,Dresser,63 x 15.75 x 34.25H,1869-1*
1869-6,Mirror,44.25 x 2.5 x 46.25H,1869-1*
1869-9,Chest,38 x 15.75 x 52H,1869-1*
1869-12,Lift-Top Lingerie Chest,28.25 x 15.75 x 52H,1869-1*
1880BRW-1,Queen Platform Bed,HB: 44H FB: 12.5H,1880BRW-1
1880BUE-1,Queen Platform Bed,HB: 44H FB: 12.5H,1880BUE-1
1881KPU-1CK*,California King Platform Bed,HB: 46H FB: 14.5H,1881PU-1*
1881KPU-1EK*,Eastern King Platform Bed,HB: 46H FB: 14.5H,1881PU-1*
1881PU-1*,Queen Platform Bed,HB: 46H FB: 14.5H,1881PU-1*
1881FPU-1*,Full Platform Bed,HB: 46H FB: 14.5H,1881PU-1*
1882KN-1CK*,California King Bed,HB: 52H FB: 14H,1882N-1*
1882KN-1EK*,Eastern King Bed,HB: 52H FB: 14H,1882N-1*
1882N-1*,Queen Bed,HB: 52H FB: 14H,1882N-1*
1882FN-1*,Full Bed,HB: 52H FB: 14H,1882N-1*
1883KN-1CK*,California King Wing Bed,HB: 48.5H FB: 14H,1883N-1*
1883KN-1EK*,Eastern King Wing Bed,HB: 48.5H FB: 14H,1883N-1*
1883N-1*,Queen Wing Bed,HB: 48.5H FB: 14H,1883N-1*
1883FN-1*,Full Wing Bed,HB: 48.5H FB: 14H,1883N-1*
1884KN-1CK*,California King Bed,HB: 58.5H FB: 14H,1884N-1*
1884KN-1EK*,Eastern King Bed,HB: 58.5H FB: 14H,1884N-1*
1884N-1*,Queen Bed,HB: 58.5H FB: 14H,1884N-1*
1884FN-1*,Full Bed,HB: 58.5H FB: 14H,1884N-1*
1885KN-1CK*,California King Bed,HB: 52H FB: 14H,1885N-1*
1885KN-1EK*,Eastern King Bed,HB: 52H FB: 14H,1885N-1*
1885N-1*,Queen Bed,HB: 52H FB: 14H,1885N-1*
1885FN-1*,Full Bed,HB: 52H FB: 14H,1885N-1*
1888N-1*,Queen Bed,HB: 52H FB: 14H,1888N-1*
1888FN-1*,Full Bed,HB: 52H FB: 14H,1888N-1*
815-1,Queen/FULL Sleigh Headboard,HB: 47.5H,1888N-1*
1888KN-1CK*,California King Bed,HB: 52H FB: 14H,1888N-1*
1888KN-1EK*,Eastern King Bed,HB: 52H FB: 14H,1888N-1*
1890KN-1CK*,California King Bed,HB: 47.75H FB: 14H,1890N-1*
1890KN-1EK*,Eastern King Bed,HB: 47.75H FB: 14H,1890N-1*
1890N-1*,Queen Bed,HB: 47.75H FB: 14H,1890N-1*
1890FN-1*,Full Bed,HB: 47.75H FB: 14H,1890N-1*
1891KN-1CK*,California King Bed,HB: 48H FB: 14H,1891N-1*
1891KN-1EK*,Eastern King Bed,HB: 48H FB: 14H,1891N-1*
1891N-1*,Queen Bed,HB: 48H FB: 14H,1891N-1*
1891FN-1*,Full Bed,HB: 48H FB: 14H,1891N-1*
1894KN-1CK*,California King Wing Bed,HB: 59H FB: 14H,1894N-1*
1894KN-1EK*,Eastern King Wing Bed,HB: 59H FB: 14H,1894N-1*
1894N-1*,Queen Wing Bed,HB: 59H FB: 14H,1894N-1*
1894FN-1*,Full Wing Bed,HB: 59H FB: 14H,1894N-1*
1896KN-1CK*,California King Platform Bed,HB: 44.25H FB: 11.25H,1896N-1*
1896KN-1EK*,Eastern King Platform Bed,HB: 44.25H FB: 11.25H,1896N-1*
1896N-1*,Queen Platform Bed,HB: 44.25H FB: 11.25H,1896N-1*
1896FN-1*,Full Platform Bed,HB: 44.25H FB: 11.25H,1896N-1*
1901K-1CK*,California King Bed,HB: 62.25H FB: 20H,1901-1*
1901K-1EK*,Eastern King Bed,HB: 62.25H FB: 20H,1901-1*
1901-1*,Queen Bed,HB: 62.25H FB: 20H,1901-1*
1901-4,Night Stand,28 x 17 x 28H,1901-1*
1901-5,Dresser,64 x 18 x 38H,1901-1*
1901-6,Mirror,44 x 1 x 38H,1901-1*
1901-9,Chest,38 x 18 x 53H,1901-1*
1901-11,TV Chest,42 x 18 x 40H,1901-1*
1901-15*,Vanity Dresser with Mirror,63.25 x 18.5 x 70H,1901-1*
1901-14,Vanity Stool,16.5 x 16.5 x 18.75H,1901-1*
1904K-1CK*,California King,HB: 53.5H FB: 21.25H,1904-1*
1904K-1EK*,Eastern King,HB: 53.5H FB: 21.25H,1904-1*
1904-1*,Queen Bed,HB: 53.5H FB: 21.25H,1904-1*
1904F-1*,Full Bed,HB: 53.5H FB: 21.25H,1904-1*
1904T-1*,Twin Bed,HB: 53.5H FB: 21.25H,1904-1*
1904-4,Night Stand,23.5 x 16.5 x 26.75H,1904-1*
1904-5,Dresser,59 x 16.5 x 36.75H,1904-1*
1904-6,Mirror,41 x 1.25 x 39H,1904-1*
1904-9,Chest,33 x 16.5 x 50.25H,1904-1*
1904KGY-1CK*,California King bed,HB: 53.5 FB:21.25,1904GY-1*
1904KGY-1EK*,Eastern King Bed,HB: 53.5 FB:21.25,1904GY-1*
1904GY-1*,Queen Bed,HB: 53.5 FB:21.25,1904GY-1*
1904FGY-1*,Full Bed,HB: 53.5 FB:21.25,1904GY-1*
1904TGY-1*,Twin Bed,HB: 53.5 FB:21.25,1904GY-1*
1904GY-4,Night Stand,23.5 x 16.5 x 26.75H,1904GY-1*
1904GY-5,Dresser,59 x 16.5 x 36.75H,1904GY-1*
1904GY-6,Mirror,41 x 1.25 x 39H,1904GY-1*
1904GY-9,Chest,33 x 16.5 x 50.25H,1904GY-1*
1905K-1CK*,California King Bed,HB: 53H FB: 20H,1905-1*
1905K-1EK*,Eastern King Bed,HB: 53H FB: 20H,1905-1*
1905-1*,Queen Bed,HB: 53H FB: 20H,1905-1*
1905-4,Night Stand,26.5 x 14.75 x 27H,1905-1*
1905-5,Dresser,63 x 16.25 x 35.75H,1905-1*
1905-6,Mirror,49.5 x 0.75 x 37.75H,1905-1*
1905-9,Chest,35.25 x 16.25 x 51H,1905-1*
1905-15*,Vanity Dresser with Mirror,67.25 x 18 x 68H,1905-1*
1905-14,Vanity Stool,16.5 x 16.5 x 18.75H,1905-1*
1907K-1CK*,California King,HB: 61H FB: 31H,1907-1*
1907K-1EK*,Eastern King,HB: 61H FB: 31H,1907-1*
1907-1*,Queen Bed,HB: 61H FB: 31H,1907-1*
1907-4,Night Stand,27.75 x 17.25 x 26H,1907-1*
1907-5,Dresser,63 x 17.25 x 40H,1907-1*
1907-6,Mirror,49.25 x 2 x 39.25H,1907-1*
1907-9,Chest,44.5 x 17.25 x 53.75H,1907-1*
1907KW-1CK*,California King,HB: 61H FB: 31H,1907W-1*
1907KW-1EK*,Eastern King,HB: 61H FB: 31H,1907W-1*
1907W-1*,Queen Bed,HB: 61H FB: 31H,1907W-1*
1907W-4,Night Stand,27.75 x 17.25 x 26H,1907W-1*
1907W-5,Dresser,63 x 17.25 x 40H,1907W-1*
1907W-6,Mirror,49.25 x 2 x 39.25H,1907W-1*
1907W-9,Chest,44.5 x 17.25 x 53.75H,1907W-1*
1908K-1CK*,California King,HB: 51.75H FB: 15H,1908-1*
1908K-1EK*,Eastern King,HB: 51.75H FB: 15H,1908-1*
1908-1*,Queen Bed,HB: 51.75H FB: 15H,1908-1*
1908-4,Night Stand,23 x 16.5 x 24.75H,1908-1*
1908-5,Dresser,61 x 16.5 x 37H,1908-1*
1908-6,Mirror,38.5 x 1 x 36.5H,1908-1*
1908-9,Chest,37.25 x 16.5 x 49H,1908-1*
1908-11,TV Chest,37.25 x 16.5 x 38.75H,1908-1*
1909RFK-1CK*,California King Sleigh Bed,HB: 58H FB: 26H,1909RF-1*
1909RFK-1EK*,Eastern King Sleigh Bed,HB: 58H FB: 26H,1909RF-1*
